MOVIE_EARNINGS_RANK;MOVIE_GENRE;MOVIE_NAME;MOVIE_RATING;MOVIE_RUNTIME;MOVIE_YEAR;PERSON_DOB;PERSON_NAME;PERSON_POB;MID;REV
;DR;Place in the Sun, A;;122;1951;1903-06-25;Anne Revere;New York, New York, USA;70f6284d2a395396dbb3a60b4ce5f723;1-0d7708e19227ea88a6fb70660bc8a85a
;CD;Letter to Three Wives, A;;103;1949;1909-01-22;Ann Sothern;Valley City, North Dakota, USA;70f6284d2a395396dbb3a60b4ce55061;1-21185636ffc6f34990db9a919ae93fba
;D;Miracle Worker, The;;106;1962;1931-09-17;Anne Bancroft;The Bronx, New York, USA;70f6284d2a395396dbb3a60b4ce5b031;1-b1ddc0309845cc4aac00e1cc26abf136
;D;Separate Tables;;100;1958;1921-09-30;Deborah Kerr;Helensburgh, Scotland, UK;70f6284d2a395396dbb3a60b4cf4b871;1-b08a7db6f8c81ea72cc1cfdff8bd2067
;D;All About Eve;;138;1950;1923-05-07;Anne Baxter;Michigan City, Indiana, USA;70f6284d2a395396dbb3a60b4ce5c7f4;1-64e54b58fabfc3c0980b38ea7577554c
;DRT;Hamlet;;155;1948;1913-09-07;Anthony Quayle;Ainsdale, Sefton, England, UK;70f6284d2a395396dbb3a60b4ce654f6;1-ccb00ce61687ff9700bf877ad5453e78
;VDRW;For Whom the Bell Tolls;;170;1943;1908-05-08;Arturo de Cordova;Merida, Yucatan, Mexico;70f6284d2a395396dbb3a60b4ce6dd2a;1-79bf1d2829bbaabc110781635ea6c0fb
;L;Broadway Melody, The;;110;1929;1898-09-10;Bessie Love;Midland, Texas, USA;70f6284d2a395396dbb3a60b4ce8e22f;1-4228389e2215d16ecd0e001c92ce0c92
;D;All About Eve;;138;1950;1908-04-05;Bette Davis;Lowell, Massachusetts, USA;70f6284d2a395396dbb3a60b4ce8f0f9;1-eb84afc84952f65fc98756e495e93e6a
;D;Jezebel;;103;1938;1908-04-05;Bette Davis;Lowell, Massachusetts, USA;70f6284d2a395396dbb3a60b4ce8f891;1-e9fe27789015795894d6250faddaf274
;D;Great Lie, The;;108;1941;1908-04-05;Bette Davis;Lowell, Massachusetts, USA;70f6284d2a395396dbb3a60b4ce8fbbd;1-93634be51cf2ac1b7297d54c28840594
;D;Cavalcade;;110;1933;1906-01-16;Diana Wynyard;London, England, UK;70f6284d2a395396dbb3a60b4cf58ade;1-2aee81d754c773dd5c55b468a776348b
;DFR;Greatest Show on Earth, The;;152;1952;1921-02-26;Betty Hutton;Battle Creek, Michigan, USA;70f6284d2a395396dbb3a60b4ce91584;1-bb443d6babce933a0528a90f217610d0
;CDR;Quiet Man, The;;129;1952;1888-03-10;Barry Fitzgerald;Dublin, Ireland;70f6284d2a395396dbb3a60b4ce7989f;1-6eca45d9fbc2f301518300d2e587ea97
;DMR;Mildred Pierce;;111;1945;1908-04-30;Eve Arden;Mill Valley, California, USA;70f6284d2a395396dbb3a60b4cfbcc06;1-24a023c7ffc0ce933813f7529998bee9
;D;To Each His Own;;122;1946;1910-07-28;Bill Goodwin;San Francisco, California, USA;70f6284d2a395396dbb3a60b4ce96525;1-3281bd39ed3bbe21aef94fc178bfc82b
;VCR;Tom Jones;;121;1963;1888-02-08;Edith Evans;London, England, UK;70f6284d2a395396dbb3a60b4cf8c00b;1-c8af853d82e98fffb890f580cf0fce20
;VC;Around the World in Eighty Days;;188;1956;1878-01-20;Finlay Currie;Edinburgh, Scotland, UK;70f6284d2a395396dbb3a60b4cfc579b;1-c6d85709959e3668a212408fb6efbccf
;D;Barefoot Contessa, The;;128;1954;1915-09-10;Edmond O'Brien;New York, New York, USA;70f6284d2a395396dbb3a60b4cf8ccf8;1-2bc9a2dcea355e808fbc96f29ecffe32
;D;Bad and the Beautiful, The;;118;1952;1904-11-14;Dick Powell;Mountain View, Arkansas, USA;70f6284d2a395396dbb3a60b4cf5db78;1-0774cf74e5e5a5b71200906c000d9c8a
;VR;Anthony Adverse;;141;1936;1875-09-26;Edmund Gwenn;Vale of Glamorgan, Wales, UK;70f6284d2a395396dbb3a60b4cf8e4d9;1-34c2f0d4e2d915c116b4456c5bcb44ba
;D;Darling;;128;1965;1921-03-28;Dirk Bogarde;Hampstead, London, England, UK;70f6284d2a395396dbb3a60b4cf5fcc5;1-f2f0b8fb45a0e09d7938317660cd0c14
;D;Come and Get It;;99;1936;1913-09-19;Frances Farmer;Seattle, Washington, USA;70f6284d2a395396dbb3a60b4cfc9adb;1-550f88a7755bc291b9c4bad44f11c1a4
;CR;You Can't Take It with You;;126;1938;1890-02-18;Edward Arnold;New York, New York, USA;70f6284d2a395396dbb3a60b4cf917f0;1-0577dc59edf93097f308d6f03ce81040
;CD;Min and Bill;;66;1930;1903-03-17;Don Dillaway;New York, New York, USA;70f6284d2a395396dbb3a60b4cf63d8b;1-9d659d727374a19003eaad503fa265e6
;D;Bad Girl;;90;1931;1876-03-18;Frank Darien;New Orleans, Louisiana, USA;70f6284d2a395396dbb3a60b4cfd055f;1-b7c6359b9218c0dd171fdf51446839e1
;D;Jezebel;;103;1938;1891-12-07;Fay Bainter;Los Angeles, California, USA;70f6284d2a395396dbb3a60b4cfc3b46;1-9dcad691402243f72a52c3a8ae61c3a4
;DT;Key Largo;;101;1948;1893-12-12;Edward G. Robinson;Bucharest, Romania;70f6284d2a395396dbb3a60b4cf96778;1-a51c985630e009ae4fda0a4c96458241
;ADRW;Wings;;139;1927;1890-03-25;El Brendel;Philadelphia, Pennsylvania, USA;70f6284d2a395396dbb3a60b4cf9933e;1-3c83eee0c7a07a00fd1c33954221feb0
;CD;Going My Way;;130;1944;1898-05-23;Frank McHugh;Homestead, Pennsylvania, USA;70f6284d2a395396dbb3a60b4cfd1550;1-d014d87beb2c002ebe7ca78e4b0020f2
;DT;Key Largo;;101;1948;1910-03-08;Claire Trevor;New York, New York, USA;70f6284d2a395396dbb3a60b4cf113b2;1-2ed351064ac6d8fbb0aa379935b6bffa
;E;Westerner, The;;100;1940;1919-02-12;Forrest Tucker;Plainfield, Indiana, USA;70f6284d2a395396dbb3a60b4cfc8b9b;1-33ee84ffc5c63958b3ef7554eb7a721e
;DR;Best Years of Our Lives, The;;172;1946;1897-08-31;Fredric March;Racine, Wisconsin, USA;70f6284d2a395396dbb3a60b4cfd60f4;1-37c5f0f257e0d74a0ddb0631803be0ba
;VCR;It Happened One Night;;105;1934;1901-02-01;Clark Gable;Cadiz, Ohio, USA;70f6284d2a395396dbb3a60b4cf134c9;1-33b9e5ca9a609cb68049adb96acc4905
;VR;Anthony Adverse;;141;1936;1897-08-31;Fredric March;Racine, Wisconsin, USA;70f6284d2a395396dbb3a60b4cfd7097;1-d7795fd4ea99c9174dcdb8bd57419cb8
;D;Free Soul, A;;91;1931;1901-02-01;Clark Gable;Cadiz, Ohio, USA;70f6284d2a395396dbb3a60b4cf1376b;1-16a6f2425afe81e7def716e967ccc834
;D;Sin of Madelon Claudet, The;;75;1931;1895-06-14;Cliff Edwards;Hannibal, Missouri, USA;70f6284d2a395396dbb3a60b4cf155c1;1-307fc03f57d7aae3d27af1e62dfb7b61
;D;Razor's Edge, The;;146;1946;1889-11-11;Clifton Webb;Indianapolis, Indiana, USA;70f6284d2a395396dbb3a60b4cf16dfd;1-d6b8a2e83081fe13f5b883908fd42e19
;DR;Place in the Sun, A;;122;1951;1932-02-27;Elizabeth Taylor;Hampstead, London, England, UK;70f6284d2a395396dbb3a60b4cfa1280;1-de26adc506e4ca5c76fbcf29b45df4d0
;D;Story of Louis Pasteur, The;;87;1935;1882-01-31;Fritz Leiber;Chicago, Illinois, USA;70f6284d2a395396dbb3a60b4cfd8237;1-3a5f6fe06ede75fb03dbbc514fae5387
;D;Cavalcade;;110;1933;1887-06-01;Clive Brook;London, England, UK;70f6284d2a395396dbb3a60b4cf193f9;1-180825d7225ba3840028d99411ad2e09
;D;BUtterfield 8;;109;1960;1932-02-27;Elizabeth Taylor;Hampstead, London, England, UK;70f6284d2a395396dbb3a60b4cfa30e3;1-12548bd98f4d5aaee731e0324d257288
;VR;Anthony Adverse;;141;1936;1899-02-15;Gale Sondergaard;Litchfield, Minnesota, USA;70f6284d2a395396dbb3a60b4cfdb59d;1-4d84b07ac0c4f3f1a07fb32a272f973f
;VDRW;For Whom the Bell Tolls;;170;1943;1901-05-07;Gary Cooper;Helena, Montana, USA;70f6284d2a395396dbb3a60b4cfdece4;1-5a63674a2ae0a879dbbaafd2f4a74d9d
;D;Life of Emile Zola, The;;116;1937;1899-02-15;Gale Sondergaard;Litchfield, Minnesota, USA;70f6284d2a395396dbb3a60b4cfdba16;1-b5830388f51d3b30394716c7d42663e3
;D;Divine Lady, The;;99;1929;1894-11-24;Corinne Griffith;Texarkana, Texas, USA;70f6284d2a395396dbb3a60b4cf1e0c7;1-d5f99f97b002106b1f21a051f0b9b37c
;C;Mr. Deeds Goes to Town;;115;1936;1901-05-07;Gary Cooper;Helena, Montana, USA;70f6284d2a395396dbb3a60b4cfdfc4b;1-c0f1d0d59b0bb0f0fef6770c991d0812
;VD;Last Command, The;;85;1928;1884-07-23;Emil Jannings;Rorschach, Switzerland;70f6284d2a395396dbb3a60b4cfa871f;1-3d403d970a3a931ad2ed34eb87141d5b
;D;Boys Town;;96;1938;1925-04-04;Gene Reynolds;Cleveland, Ohio, USA;70f6284d2a395396dbb3a60b4cfea479;1-cd68c154fbfe9516478864f2d02483de
;CDR;Thousand Clowns, A;;118;1965;1921-11-08;Gene Saks;New York, New York, USA;70f6284d2a395396dbb3a60b4cfeab2d;1-9cc9281e6107f1c75ee087c2a07ca69e
;LR;American in Paris, An;;113;1951;1912-08-23;Gene Kelly;Pittsburgh, Pennsylvania, USA;70f6284d2a395396dbb3a60b4cfe9813;1-f2f5788e7948d414a914953261b7cdc5
;D;Jezebel;;103;1938;1904-03-15;George Brent;Shannonsbridge, County Dublin, Ireland;70f6284d2a395396dbb3a60b4cfef791;1-0754f3d056426c77d8a77b4c87ee77ed
;C;Mr. Deeds Goes to Town;;115;1936;1882-09-30;George Bancroft;Philadelphia, Pennsylvania, USA;70f6284d2a395396dbb3a60b4cfee4a7;1-fe4ee088a026d8b28e14cb66bced4416
;D;Watch on the Rhine;;114;1943;1913-11-24;Geraldine Fitzgerald;Dublin, Ireland;70f6284d2a395396dbb3a60b4cff9311;1-5deba229d17a78897713712101ba416f
;D;Great Lie, The;;108;1941;1895-06-10;Hattie McDaniel;Wichita, Kansas, USA;d9e6a7ae2363d6cfe81af75a3902ef3e;1-cf61000cd1e62baaee2abb2548d7f482
;D;Sweet Bird of Youth;;120;1962;1924-11-22;Geraldine Page;Kirksville, Missouri, USA;70f6284d2a395396dbb3a60b4cffaa86;1-c628a3c356686edc498d1e022e761186
;D;Double Life, A;;104;1947;1915-09-10;Edmond O'Brien;New York, New York, USA;70f6284d2a395396dbb3a60b4cf8c169;1-30d283a03dcf1e3e44c78856aecfa02b
;D;Informer, The;;91;1935;1909-02-09;Heather Angel;Oxford, Oxfordshire, England, UK;d9e6a7ae2363d6cfe81af75a39033a6f;1-d7c83528afbe5cdbae04ee5b5d0eaf49
;E;In Old Arizona;;95;1929;1890-03-03;Edmund Lowe;San Jose, California, USA;70f6284d2a395396dbb3a60b4cf8e830;1-596405729df1dbc2733ce859a3a02a03
;D;Come and Get It;;99;1936;1890-02-18;Edward Arnold;New York, New York, USA;70f6284d2a395396dbb3a60b4cf924df;1-cc8cb1154ec204461d350d25c001c003
;D;Champ, The;;87;1931;1895-02-27;Edward Brophy;New York, New York, USA;70f6284d2a395396dbb3a60b4cf94121;1-1061cdf64dd6b05f2c6eafa13da9a7d9
;D;Lust for Life;;122;1956;1915-04-21;Anthony Quinn;Chihuahua, Mexico;70f6284d2a395396dbb3a60b4ce656b2;1-194127793ac7944b72a8a0b6f58a3a6c
;D;V.I.P.s, The;;119;1963;1932-02-27;Elizabeth Taylor;Hampstead, London, England, UK;70f6284d2a395396dbb3a60b4cfa1e04;1-e9906f36bfe197506152b5b445d278bd
;CDW;Mister Roberts;;123;1955;1899-07-17;James Cagney;Yonkers, New York, USA;d9e6a7ae2363d6cfe81af75a390893ad;1-25ce0a3c9f5f651b38c9f70b43095f86
;D;Alexis Zorbas;;142;1964;1915-04-21;Anthony Quinn;Chihuahua, Mexico;70f6284d2a395396dbb3a60b4ce66d61;1-400fe73492ff1160133c58f5cf7fd81a
;DT;Who's Afraid of Virginia Woolf?;;134;1966;1932-02-27;Elizabeth Taylor;Hampstead, London, England, UK;70f6284d2a395396dbb3a60b4cfa2544;1-22b6a811d1fb5d3c3fbd7e6030abfbea
;D;None But the Lonely Heart;;113;1944;1888-03-10;Barry Fitzgerald;Dublin, Ireland;70f6284d2a395396dbb3a60b4ce799ff;1-61256af720354cb8aa7700db493247f9
;CDR;Roman Holiday;;118;1953;1916-04-05;Gregory Peck;La Jolla, California, USA;d9e6a7ae2363d6cfe81af75a39015169;1-9b62bc8b3a767b94442a240332e0a9e3
;D;Bad and the Beautiful, The;;118;1952;1912-08-29;Barry Sullivan;New York, New York, USA;70f6284d2a395396dbb3a60b4ce7c0e4;1-f27ae18f04ea0ec6919a9d257224e6e6
;DR;Gentleman's Agreement;;118;1947;1916-04-05;Gregory Peck;La Jolla, California, USA;d9e6a7ae2363d6cfe81af75a39015e54;1-0fbdbc2187239cb02f90298bcd0bcc51
;D;Crash;;113;2004;1970-09-10;Art Chudabala;Hollywood, Los Angeles, California, USA;70f6284d2a395396dbb3a60b4ce6cd22;1-c8645f12f228e342e8363ed7aa9fcf62
;D;Elmer Gantry;;146;1960;1914-02-17;Arthur Kennedy;Worcester, Massachusetts, USA;70f6284d2a395396dbb3a60b4ce6ced4;1-644f44f7f1c243cc56c253a9ca25a56b
;CDR;Marty;;91;1955;1923-12-11;Betsy Blair;Cliffside Park, New Jersey, USA;70f6284d2a395396dbb3a60b4ce8e35a;1-e95cb037e334a614e363187f79459564
;CDW;Mister Roberts;;123;1955;1926-11-01;Betsy Palmer;East Chicago, Indiana, USA;70f6284d2a395396dbb3a60b4ce8eb0a;1-39549979802cdc1d9e6e06184f490c92
;D;Barefoot Contessa, The;;128;1954;1922-12-24;Ava Gardner;Grabtown, North Carolina, USA;70f6284d2a395396dbb3a60b4ce727da;1-8c1b731c7be7df152fa07824c73c5e06
;D;Watch on the Rhine;;114;1943;1908-04-05;Bette Davis;Lowell, Massachusetts, USA;70f6284d2a395396dbb3a60b4ce9021f;1-62c00ccd7e118b14e29080b09bc91b0b
;VDRW;For Whom the Bell Tolls;;170;1943;1899-10-29;Akim Tamiroff;Tiflis, Georgia, Russian Empire. [now Tbilisi, Georgia];70f6284d2a395396dbb3a60b4ce26f7e;1-ce5348968bd20634ccb2ed73c8b28927
;D;Anastasia;;105;1956;1899-10-29;Akim Tamiroff;Tiflis, Georgia, Russian Empire. [now Tbilisi, Georgia];70f6284d2a395396dbb3a60b4ce2750b;1-7958327f120ae738b721f192790517d5
;DR;Seventh Heaven;;110;1927;1893-01-26;Ben Bard;Milwaukee, Wisconsin, USA;70f6284d2a395396dbb3a60b4ce7fe53;1-1979415fdc39193e7b3d4713ebcb7f9c
;DR;Gentleman's Agreement;;118;1947;1903-06-25;Anne Revere;New York, New York, USA;70f6284d2a395396dbb3a60b4ce600e9;1-3e92638306582c94f1a691341353b52d
;D;Viva Zapata!;;113;1952;1915-04-21;Anthony Quinn;Chihuahua, Mexico;70f6284d2a395396dbb3a60b4ce678a3;1-7b073e6bcb933aba0f4cf5a7fdfd7c91
;D;Dangerous;;79;1935;1908-04-05;Bette Davis;Lowell, Massachusetts, USA;70f6284d2a395396dbb3a60b4ce8f149;1-b6c0987e7ce57a3a3922537016aaef76
;D;Viva Zapata!;;113;1952;1910-01-28;Arnold Moss;Brooklyn, New York, USA;70f6284d2a395396dbb3a60b4ce6989a;1-1a97f7a6dabbfd84330a198f29707cbe
;DE;Hud;;112;1963;1942-04-09;Brandon De Wilde;Brooklyn, New York, USA;70f6284d2a395396dbb3a60b4ceac24a;1-62765a03d5ff1e8bb68cbab51487c030
;VD;Treasure of the Sierra Madre, The;;126;1948;1902-12-25;Barton MacLane;Columbia, South Carolina, USA;70f6284d2a395396dbb3a60b4ce7c9a6;1-a59427377a7cb7afb78477f76e245547
;CD;Going My Way;;130;1944;1903-05-02;Bing Crosby;Tacoma, Washington, USA;70f6284d2a395396dbb3a60b4cea43b1;1-2b28bd5d3062977bdf2506d0efae7fe1
;D;Country Girl, The;;104;1954;1903-05-02;Bing Crosby;Tacoma, Washington, USA;70f6284d2a395396dbb3a60b4cea47d8;1-951923eb0fc0e505f33624aa2c53e95b
;DR;Rose Tattoo, The;;117;1955;1930-09-30;Ben Cooper;Hartford, Connecticut, USA;70f6284d2a395396dbb3a60b4ce8288d;1-7e670c3cd72d947b485f0ccadb47b314
;DRE;Big Country, The;;165;1958;1909-06-14;Burl Ives;Hunt, Illinois, USA;70f6284d2a395396dbb3a60b4cec185e;1-64cba6fa506537fb930d03e46b40942e
;D;Separate Tables;;100;1958;1913-11-02;Burt Lancaster;New York, New York, USA;70f6284d2a395396dbb3a60b4cec4ef2;1-18c9db0333b2f8eb1ec5f8cad2ef4774
;D;Morning Glory;;74;1933;1863-07-21;C. Aubrey Smith;London, England, UK;70f6284d2a395396dbb3a60b4cec7fb3;1-6736b27371ab35bb18eb05648ae4f719
;VC;Around the World in Eighty Days;;188;1956;1911-08-12;Cantinflas;Mexico City, Mexico;70f6284d2a395396dbb3a60b4cecbcee;1-828c74c1786edb698b4d44ef47bd719b
;D;Cavalcade;;110;1933;1882-08-13;Beryl Mercer;Seville, Spain;70f6284d2a395396dbb3a60b4ce8dce6;1-ddbb39f48af586ca223b264d20ef6adc
;D;Watch on the Rhine;;114;1943;1888-05-03;Beulah Bondi;Chicago, Illinois, USA;70f6284d2a395396dbb3a60b4ce93724;1-3ad5cb60ae066e2a381560193e3d655d
;D;All the King's Men;;109;1949;1911-12-09;Broderick Crawford;Philadelphia, Pennsylvania, USA;70f6284d2a395396dbb3a60b4ceb6aa6;1-78ac85353f1c2f9717ea0a793ce3ccc1
;DW;Ciociara, La;;100;1960;1897-05-31;Carlo Ninchi;Bologna, Italy;70f6284d2a395396dbb3a60b4cecf671;1-8b81cb6521a1370b9e215566f18ac5ce
;VD;Treasure of the Sierra Madre, The;;126;1948;1906-05-19;Bruce Bennett;Tacoma, Washington, USA;70f6284d2a395396dbb3a60b4ceb7fdb;1-a1159166abd09debdfe3929faab80d92
;MT;Suspicion;;99;1941;1904-01-18;Cary Grant;Bristol, England, UK;70f6284d2a395396dbb3a60b4cedbf8f;1-01e7205e3741d9bc93c98ec220da7f86
;D;East of Eden;;115;1955;1909-06-14;Burl Ives;Hunt, Illinois, USA;70f6284d2a395396dbb3a60b4cec11d2;1-a0e228cfe0b4630646095145428b61a0
;D;Come Back, Little Sheba;;99;1952;1913-11-02;Burt Lancaster;New York, New York, USA;70f6284d2a395396dbb3a60b4cec39f9;1-240b73567591f4a41dee9499b12be9ee
;VNCF;Horton Hears a Who!;;88;2008;1933-04-26;Carol Burnett;San Antonio, Texas, USA;70f6284d2a395396dbb3a60b4ced1638;1-97dc0282d79beb500666bef12e8c6f00
;D;Elmer Gantry;;146;1960;1913-11-02;Burt Lancaster;New York, New York, USA;70f6284d2a395396dbb3a60b4cec3f80;1-fc7dd9ad16174b0fcfc3300fac680111
;CD;Guess Who's Coming to Dinner;;108;1967;1893-08-22;Cecil Kellaway;Capetown, South Africa;70f6284d2a395396dbb3a60b4cee3983;1-1228297e889e814697f5a19225e2e96c
;ADRW;Wings;;139;1927;1904-08-13;Charles 'Buddy' Rogers;Olathe, Kansas, USA;70f6284d2a395396dbb3a60b4cee56ef;1-5ead7e09be9abc87c8b31cbff50fa01e
;D;Johnny Belinda;;102;1948;1891-01-01;Charles Bickford;Cambridge, Massachusetts, USA. (1889, often given in error);70f6284d2a395396dbb3a60b4cee5764;1-7960082188dd5d666dea45f4779e2a2d
;D;Divine Lady, The;;99;1929;1899-02-27;Ian Keith;Boston, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a3905953f;1-d4fd71d47592b1b364ceb15824774906
;D;Private Life of Henry VIII., The;;97;1933;1874-02-03;Franklin Dyall;Liverpool, England, UK;70f6284d2a395396dbb3a60b4cfd3c93;1-2f0d7d55dc3eb63e7b7d085152bc5f8b
;CDR;Apartment, The;;125;1960;1908-08-30;Fred MacMurray;Kankakee, Illinois, USA;70f6284d2a395396dbb3a60b4cfd4456;1-286a8a1bd80d38b330c4446fd4c5522b
;VD;Mutiny on the Bounty;;132;1935;1898-08-21;Herbert Mundin;St. Helens, Lancashire, England, UK;d9e6a7ae2363d6cfe81af75a390473d0;1-18951e51b8d7938bc717c3b52325ed55
;DW;Sergeant York;;134;1941;1901-07-14;George Tobias;New York, New York, USA;70f6284d2a395396dbb3a60b4cff607f;1-4592475d2c1fe22944a498a9b0466f94
;D;All About Eve;;138;1950;1915-08-02;Gary Merrill;Hartford, Connecticut, USA;70f6284d2a395396dbb3a60b4cfe1366;1-0011967f670a19cebc40a32ef50e6b1e
;CR;Awful Truth, The;;91;1937;1898-12-20;Irene Dunne;Louisville, Kentucky, USA;d9e6a7ae2363d6cfe81af75a39063876;1-30ada53c09a05e0d5194290f6c3ef90a
;D;Yankee Doodle Dandy;;126;1942;1916-07-17;Irene Manning;Cincinnati, Ohio, USA;d9e6a7ae2363d6cfe81af75a39063b8a;1-0c92f50bb7e15a1851b9ea0d1be2acde
;VCR;Tom Jones;;121;1963;1912-05-30;Hugh Griffith;Marian Glas, Anglesey, Wales, UK;d9e6a7ae2363d6cfe81af75a3905021d;1-c66dda9140f56d13decf24cc77c7b620
;VD;Treasure of the Sierra Madre, The;;126;1948;1899-12-25;Humphrey Bogart;New York, New York, USA;d9e6a7ae2363d6cfe81af75a39055519;1-c46e74fa335e23af1ce57f412c78f465
;CDFYR;Miracle on 34th Street;;96;1947;1891-07-18;Gene Lockhart;London, Ontario, Canada;70f6284d2a395396dbb3a60b4cfe9c49;1-d437abef70b859fd3cfec40695f25af0
;D;Bad and the Beautiful, The;;118;1952;1923-11-28;Gloria Grahame;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a3900b2c4;1-b78554aee179b0e242f5d996a2ac6c77
;CR;Two Arabian Knights;;90;1927;1899-02-27;Ian Keith;Boston, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a3905a0e2;1-474e63a43ba75cc8dc5eb60646456f4e
;D;Country Girl, The;;104;1954;1925-04-04;Gene Reynolds;Cleveland, Ohio, USA;70f6284d2a395396dbb3a60b4cfea529;1-89a9e7297144b7c9254a44382b8e12ac
;D;Life of Emile Zola, The;;116;1937;1908-09-05;Gloria Holden;London, England, UK;d9e6a7ae2363d6cfe81af75a3900b3f9;1-0e784073fdf4ac5a51c9e41dc3ce1deb
;D;Razor's Edge, The;;146;1946;1920-11-19;Gene Tierney;Brooklyn, New York, USA;70f6284d2a395396dbb3a60b4cfeb511;1-070c966c247f7ad044dfde8618148461
;D;Country Girl, The;;104;1954;1929-11-12;Grace Kelly;Philadelphia, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a3900fe70;1-84d8b554202e4789bf257aaf1260c913
;TE;High Noon;;85;1952;1929-11-12;Grace Kelly;Philadelphia, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a39010788;1-0567a57e15506c9aa59c4b3b8fd013c9
;MT;Gaslight;;114;1944;1915-08-29;Ingrid Bergman;Stockholm, Sweden;d9e6a7ae2363d6cfe81af75a3906050a;1-c0226d090309028692d453e927e2ed6b
;D;To Kill a Mockingbird;;129;1962;1916-04-05;Gregory Peck;La Jolla, California, USA;d9e6a7ae2363d6cfe81af75a390149f7;1-c3925dcbf135952ecbe48a213860aea5
;DE;Cimarron;;131;1931;1898-12-20;Irene Dunne;Louisville, Kentucky, USA;d9e6a7ae2363d6cfe81af75a390631e2;1-4c56fe41625138d772d08cec9ed7afc1
;DW;Twelve O'Clock High;;132;1949;1916-04-05;Gregory Peck;La Jolla, California, USA;d9e6a7ae2363d6cfe81af75a390175e7;1-1cace875e4da9ff40f4dbd661ac8981b
;D;Champ, The;;87;1931;1922-09-15;Jackie Cooper;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a3907dc03;1-7ca57e623c861014b8ace9564d0cb838
;DW;Twelve O'Clock High;;132;1949;1911-01-30;Hugh Marlowe;Philadelphia, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a39053db1;1-adbf5ddd637037bd38fa14218b0cf10c
;D;Grand Hotel;;112;1932;1905-09-18;Greta Garbo;Stockholm, Sweden;d9e6a7ae2363d6cfe81af75a39017697;1-f44ecf4d7562755413dfc7ce32ee2e55
;DT;Key Largo;;101;1948;1899-12-25;Humphrey Bogart;New York, New York, USA;d9e6a7ae2363d6cfe81af75a3905536c;1-7ec28f6c5e6ef7ee36088f70c9203560
;D;Lust for Life;;122;1956;1917-05-18;James Donald;Aberdeen, Aberdeenshire, Scotland, UK;d9e6a7ae2363d6cfe81af75a39091b1d;1-aad43c0264ca4634004e3bf927869f96
;D;Tree Grows in Brooklyn, A;;128;1945;1905-11-02;James Dunn;New York, New York, USA;d9e6a7ae2363d6cfe81af75a390934ce;1-eab1defa22d9e086007cb4ed54d6fc63
;CD;Going My Way;;130;1944;1920-03-22;James Brown;Desdemona, Texas, USA;d9e6a7ae2363d6cfe81af75a39087f80;1-482231614df7485b5f372ec766f2aea4
;DR;Best Years of Our Lives, The;;172;1946;1914-01-14;Harold Russell;North Sydney, Nova Scotia, Canada;d9e6a7ae2363d6cfe81af75a3902171e;1-fa9a3c0c41d1a9e14d88e7d063f496ce
;D;Anastasia;;105;1956;1915-08-29;Ingrid Bergman;Stockholm, Sweden;d9e6a7ae2363d6cfe81af75a3906148b;1-78452070085e5bfb36da3ad314bb7f85
;DR;Sayonara;;147;1957;1928-04-07;James Garner;Norman, Oklahoma, USA;d9e6a7ae2363d6cfe81af75a39098a59;1-6df0ab8387121b2f4d1fb8fd68a2ca2e
;D;Kitty Foyle: The Natural History of a Woman;;108;1940;1912-02-04;James Craig;Nashville, Tennessee, USA;d9e6a7ae2363d6cfe81af75a3908d69f;1-deb7ce3b7f8b8b3d8fa3932f025d6342
;D;Tree Grows in Brooklyn, A;;128;1945;1882-05-23;James Gleason;New York, New York, USA;d9e6a7ae2363d6cfe81af75a3909a5e4;1-7afb9731d14813ff99b38c6bc31a55d1
;D;Patch of Blue, A;;105;1965;1931-04-06;Ivan Dixon;New York, New York, USA;d9e6a7ae2363d6cfe81af75a39066c27;1-7400ad017d27cc617ca5198cc7942f30
;E;In Old Arizona;;95;1929;1875-06-06;J. Farrell MacDonald;Waterbury, Connecticut, USA;d9e6a7ae2363d6cfe81af75a39067468;1-b65fd8b8beb721869a690207176ef493
;CR;You Can't Take It with You;;126;1938;1900-10-17;Jean Arthur;Plattsburg, New York, USA;d9e6a7ae2363d6cfe81af75a390b81f9;1-5637b3e01a82c31d42adb002c1dc30e0
;D;Boys Town;;96;1938;1890-10-03;Henry Hull;Louisville, Kentucky, USA;d9e6a7ae2363d6cfe81af75a39045275;1-c3bf4063557fd7db9916fc830da51a40
;D;Viva Zapata!;;113;1952;1926-10-15;Jean Peters;Canton, Ohio, USA;d9e6a7ae2363d6cfe81af75a390b9dd7;1-611a22cd9333bed73ee6ed9bce2b2a8b
;CFY;Harvey;;104;1950;1908-05-20;James Stewart;Indiana, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a390a011f;1-fb8bdc403657804443362b9220f7c901
;D;None But the Lonely Heart;;113;1944;1911-08-12;Jane Wyatt;Campgaw, New Jersey, USA;d9e6a7ae2363d6cfe81af75a390a83f7;1-7b47d85595de3c232279eef04de4bed7
