MOVIE_EARNINGS_RANK;MOVIE_GENRE;MOVIE_NAME;MOVIE_RATING;MOVIE_RUNTIME;MOVIE_YEAR;PERSON_DOB;PERSON_NAME;PERSON_POB;MID;REV
;D;The Pursuit of Happyness;PG-13;117;2006;1998-07-08;Jaden Smith;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a39083b63;1-68e74c251662cc2c6e2914c019772793
;D;Reversal of Fortune;R;111;1990;1947-03-19;Glenn Close;Greenwich, Connecticut, USA;d9e6a7ae2363d6cfe81af75a39007ab1;1-76ddfcdb4621c177a015392bebce163a
;DST;Deep Impact;PG-13;120;1998;1981-01-28;Elijah Wood;Cedar Rapids, Iowa, USA;70f6284d2a395396dbb3a60b4cf9c810;1-b4cb10bece848b6d18410800d3aa6bfc
;D;The Lion in Winter;PG;134;1968;1937-12-31;Anthony Hopkins;Margam, near Port Talbot, West Glamorgan, Wales, UK;70f6284d2a395396dbb3a60b4ce64253;1-d6da7ba63acc133822e6fec9f7a224dd
;DHT;Fatal Attraction;R;123;1987;1947-03-19;Glenn Close;Greenwich, Connecticut, USA;d9e6a7ae2363d6cfe81af75a39009309;1-bb95e88ecbfdc021e035ddf9ab9fa241
;CD;Melvin and Howard;R;95;1980;1967-03-03;Elizabeth Cheshire;Burbank, California, USA;70f6284d2a395396dbb3a60b4cf9ed19;1-35a9bd863eb9423e310bac2f17d51e49
;DHT;Misery;R;107;1990;1939-03-26;James Caan;The Bronx, New York, USA;d9e6a7ae2363d6cfe81af75a39087fff;1-52f93c3a93d5bcf1dfe7ca4c4a41071c
;C;Cactus Flower;;103;1969;1945-11-21;Goldie Hawn;Washington, District of Columbia, USA;d9e6a7ae2363d6cfe81af75a3900d311;1-6297e581878939b3762649b2efaabd48
;D;Giant;G;201;1956;1932-02-27;Elizabeth Taylor;Hampstead, London, England, UK;70f6284d2a395396dbb3a60b4cfa227e;1-52c90270f7e13fb653356c1cd4a52e22
;C;Beginners;R;105;2011;1972-09-09;Goran Visnjic;Sibenik, Yugoslavia (now Sibenik, Republic of Croatia);d9e6a7ae2363d6cfe81af75a3900e277;1-02c239486e645ba9466af3c9201a61d7
;AVST;G.I. Joe: The Rise of Cobra;PG-13;118;2009;1976-08-13;Gregory Fitoussi;Paris, France;d9e6a7ae2363d6cfe81af75a39014252;1-14a2cdb028a54b51cdaf22d6e2eafb23
;D;Tender Mercies;PG;92;1983;1954-04-16;Ellen Barkin;New York, New York, USA;70f6284d2a395396dbb3a60b4cfa39f0;1-10568d7806941d647a78393ceb3f2537
;DR;Saturday Night Fever;PG;118;1977;1958-02-06;Barry Miller;Los Angeles, California, USA;70f6284d2a395396dbb3a60b4ce7b221;1-2489770c9d976709fa677aed84ac6a75
;AST;Terminator 3: Rise of the Machines;R;109;2003;1947-07-30;Arnold Schwarzenegger;Thal, Styria, Austria;70f6284d2a395396dbb3a60b4ce6aa97;1-51d6f27544d7a96aff8a06decb5b2fc7
;DR;Milk;R;128;2009;1985-03-13;Emile Hirsch;Palms, California, USA;70f6284d2a395396dbb3a60b4cfa95ce;1-0f98fcc994869d8772f496690abad366
;CD;Network;R;120;1976;1914-08-02;Beatrice Straight;Old Westbury, New York, USA;70f6284d2a395396dbb3a60b4ce7d0ff;1-130979a05c0972c7078cffbf87613cee
;DT;Firm, The;R;154;1993;1925-02-17;Hal Holbrook;Cleveland, Ohio, USA;d9e6a7ae2363d6cfe81af75a3901d51d;1-7ef84e1a36bc92c2680a9300cc572ad3
;AVCYH;The Mummy;PG-13;124;1999;1962-06-16;Arnold Vosloo;Pretoria, South Africa;70f6284d2a395396dbb3a60b4ce6b9f6;1-0946873e66240a4f872b1446027d4881
;NCFT;One Hundred and One Dalmatians;G;79;1961;1915-05-05;Ben Wright;London, England, UK;70f6284d2a395396dbb3a60b4ce8a3de;1-0b40ae1892a44db2d1bb56c6b9edb69e
;AST;Godzilla;PG-13;140;1998;1964-04-25;Hank Azaria;Queens, New York, USA;d9e6a7ae2363d6cfe81af75a39020101;1-3e5204abd72d6dfa4ef2864404121b6b
;D;Howards End;PG;140;1992;1959-04-15;Emma Thompson;Paddington, London, England, UK;70f6284d2a395396dbb3a60b4cfaccc2;1-26a85823bc2369dd1721afa9f5271469
;C;The Artist;PG-13;100;2012;1976-07-07;Berenice Bejo;Buenos Aires, Argentina;70f6284d2a395396dbb3a60b4ce8bd8d;1-132a0edf357f545f5f009f5f8ea2c111
;D;Ray;PG-13;152;2004;1964-11-16;Harry J. Lennix;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a3902912a;1-6e8976388f84d8ab0b27f88b54acb766
;C;Anger Management;PG-13;106;2003;1966-09-09;Adam Sandler;Brooklyn, New York, USA;70f6284d2a395396dbb3a60b4ce207f2;1-2bb9b7cbf44bd7325314ef0f62378a43
;D;Harry and Tonto;R;115;1974;1910-06-18;Avon Long;Baltimore, Maryland, USA;70f6284d2a395396dbb3a60b4ce734f3;1-3f34d450cfb429fd1d1e9a86ba72ba0e
;CDY;Click;PG-13;107;2006;1966-09-09;Adam Sandler;Brooklyn, New York, USA;70f6284d2a395396dbb3a60b4ce20a0d;1-6efa0704f207abcad814a74c33103a84
;DMT;Black Swan;R;108;2010;1948-02-05;Barbara Hershey;Hollywood, California, USA;70f6284d2a395396dbb3a60b4ce76baf;1-86bf25959fccd2e8afd803a306dcc4af
;C;Grown Ups;PG-13;102;2010;1966-09-09;Adam Sandler;Brooklyn, New York, USA;70f6284d2a395396dbb3a60b4ce214e0;1-f8bc58f4a3e47477eb9077e681630cd4
;AVCRT;True Lies;R;144;1994;1955-05-17;Bill Paxton;Fort Worth, Texas, USA;70f6284d2a395396dbb3a60b4ce9c78b;1-e2679a597ca0818fe02d7e1b67f60cb8
;CHLS;Rocky Horror Picture Show, The;R;100;1975;1946-02-24;Barry Bostwick;San Mateo, California, USA;70f6284d2a395396dbb3a60b4ce7914d;1-372138f7f3e416588b9a8447ce23070d
;C;Waterboy, The;PG-13;90;1998;1945-10-30;Henry Winkler;New York, New York, USA;d9e6a7ae2363d6cfe81af75a39046930;1-360dfc53556e4b5b87e712d49308a83b
;AVCRT;True Lies;R;144;1994;1958-11-22;Jamie Lee Curtis;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a390a1ec6;1-64275688bf38de9daac97160d7fe5560
;D;Last Picture Show, The;R;118;1971;1949-12-04;Jeff Bridges;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a390c14a5;1-95bd6bef8790c1a0cf58f945ca39b388
;D;Million Dollar Baby;PG-13;132;2004;1974-07-30;Hilary Swank;Lincoln, Nebraska, USA;d9e6a7ae2363d6cfe81af75a39049efc;1-ca43cd8fe024d14674fce75af43e342d
;CDYR;Fisher King, The;R;137;1991;1949-12-04;Jeff Bridges;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a390c2d7c;1-3bb52702c6ef0ad5719134a5dbd368b4
;D;Giant;G;201;1956;1926-04-12;Jane Withers;Atlanta, Georgia, USA;d9e6a7ae2363d6cfe81af75a390a7de7;1-6ae3d1d2127247638a162aa9812a4130
;D;Save the Tiger;R;100;1973;1908-07-25;Jack Gilford;New York, New York, USA;d9e6a7ae2363d6cfe81af75a3906ce29;1-1c5b4427d7eb7e338a5b67e43eddbaf4
;VDW;Bridge on the River Kwai, The;PG;161;1957;1910-09-14;Jack Hawkins;Wood Green, London, England, UK;d9e6a7ae2363d6cfe81af75a3906eb01;1-4d5b8d7f2fbacd38f2e5f971ec1a485b
;DR;Piano, The;R;121;1993;1958-03-20;Holly Hunter;Conyers, Georgia, USA;d9e6a7ae2363d6cfe81af75a3904c7c1;1-b45cd7e887afce37d5420994428d1428
;VDW;Lawrence of Arabia;PG;216;1962;1910-09-14;Jack Hawkins;Wood Green, London, England, UK;d9e6a7ae2363d6cfe81af75a3906f086;1-34e58aaac4f48c7cf12a06b984ddaf50
;ACYH;Gremlins;PG;106;1984;1938-03-25;Hoyt Axton;Duncan, Oklahoma, USA;d9e6a7ae2363d6cfe81af75a3904f0ad;1-0d73e2160e9c6086762038eca7d937df
;C;Anger Management;PG-13;106;2003;1937-04-22;Jack Nicholson;Neptune, New Jersey, USA;d9e6a7ae2363d6cfe81af75a39077701;1-65e1ac8b40cbe7afe33fd9e7dc7d8ffa
;CD;Juno;PG-13;96;2007;1969-01-14;Jason Bateman;Rye, New York, USA;d9e6a7ae2363d6cfe81af75a390ab4e8;1-106472a9db4f8de2cb246f30b249e0e6
;D;Iris;R;91;2001;1963-11-10;Hugh Bonneville;England, UK;d9e6a7ae2363d6cfe81af75a3904fa76;1-27a558b8045ba8c3b2cc1b5972045237
;VCE;City Slickers;PG-13;112;1991;1919-02-18;Jack Palance;Lattimer Mines, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a39078620;1-5b0cdbcb7137ceb2f3b8b07e27f76c81
;AYST;X-Men;PG-13;104;2000;1968-10-12;Hugh Jackman;Sydney, New South Wales, Australia;d9e6a7ae2363d6cfe81af75a39051cb9;1-1d58973f4ca4633ee4a682bce8e6efc5
;D;Pollock;R;122;2000;1970-12-12;Jennifer Connelly;Catskill Mountains, New York, USA;d9e6a7ae2363d6cfe81af75a390c8833;1-15d9d8d31e527c03d7ccca72fa98c772
;CD;Juno;PG-13;96;2007;1972-04-17;Jennifer Garner;Houston, Texas, USA;d9e6a7ae2363d6cfe81af75a390c8efe;1-6bd124a000c1a0e8be0f629b4b75cfec
;CR;Shampoo;R;109;1975;1920-09-18;Jack Warden;Newark, New Jersey, USA;d9e6a7ae2363d6cfe81af75a39079e1c;1-262da2dd878cdbe6470e95810feb74dd
;VCFY;Stuart Little;PG;84;1999;1959-06-11;Hugh Laurie;Oxford, Oxfordshire, England, UK;d9e6a7ae2363d6cfe81af75a3905374d;1-f80e1134c082210b7e837dcb3bb46902
;ACT;Rush Hour 3;PG-13;91;2007;1954-04-07;Jackie Chan;Hong Kong;d9e6a7ae2363d6cfe81af75a3907c3ec;1-5d25bb9d7c63ba73e70a5510040203c7
;DT;All the President's Men;PG;138;1976;1922-07-26;Jason Robards;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a390b0d46;1-21a72d8507462cd4d8de798f6e87bf6a
;VCDS;Cocoon;PG-13;117;1985;1911-07-18;Hume Cronyn;London, Ontario, Canada;d9e6a7ae2363d6cfe81af75a39054eda;1-3652eb5704421e42de1b66ddaa64fd11
;AVS;Superman;PG;143;1978;1922-09-15;Jackie Cooper;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a3907daa5;1-faa6fa92d919e1bca08995e7fe6d8095
;CDR;Knocked Up;R;129;2007;1980-01-18;Jason Segel;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a390b1ee6;1-6bf1a2e87e2eabaaa3f16dc5c3c7b629
;AVY;Lara Croft: Tomb Raider;PG-13;100;2001;1961-06-24;Iain Glen;Edinburgh, Scotland, UK;d9e6a7ae2363d6cfe81af75a390577aa;1-0edd75c39394f8b8bce095be811506e9
;C;Bringing Down the House;PG-13;105;2003;1929-10-28;Joan Plowright;Brigg, North Lincolnshire, England, UK;d9e6a7ae2363d6cfe81af75a390deeb6;1-493c8bf1c76fdf42259fa818e764e40e
;DR;Brokeback Mountain;R;134;2005;1980-12-19;Jake Gyllenhaal;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a39086231;1-810f5f87e1a67d02ba49a8db4459cc33
;VCF;101 Dalmatians;G;103;1996;1929-10-28;Joan Plowright;Brigg, North Lincolnshire, England, UK;d9e6a7ae2363d6cfe81af75a390dfa7e;1-29be10c8481f827242be304a6aa9354c
;C;The Artist;PG-13;100;2012;1940-01-27;James Cromwell;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a3908d6c3;1-fc19f48441a1e0f37248097835b19ec9
;DMT;L.A. Confidential;R;138;1997;1940-01-27;James Cromwell;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a3908e91b;1-fdf47e9433189847a02bec9a3dee74db
;AVYS;Fantastic Four;PG-13;106;2005;1973-10-06;Ioan Gruffudd;Cardiff, Wales, UK;d9e6a7ae2363d6cfe81af75a39061f52;1-f89d7a014da8427febf6712e807b332b
;DY;Green Mile, The;R;188;1999;1940-01-27;James Cromwell;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a3908f772;1-f22dacc6d23b93eeae0ee659943248d8
;DT;Firm, The;R;154;1993;1963-06-10;Jeanne Tripplehorn;Tulsa, Oklahoma, USA;d9e6a7ae2363d6cfe81af75a390c0e5c;1-64b851d722826e19510544d3114701ec
;DR;Crazy Heart;R;112;2010;1949-12-04;Jeff Bridges;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a390c19f3;1-123e40504130bb715453d62d9a291767
;D;The Aviator;PG-13;170;2004;1965-05-24;John C. Reilly;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a390f4175;1-5c4c9cac63ea0dd5933a46aaa4769526
;D;Paper Chase, The;PG;112;1973;1945-12-06;James Naughton;Middleton, Connecticut, USA;d9e6a7ae2363d6cfe81af75a3909be2d;1-a0e03edf7f1629b9d5edd6e7783b3a3e
;CD;Scent of a Woman;R;157;1992;1948-09-01;James Rebhorn;Philadelphia, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a3909c685;1-e720d364993be465fde053d6f0461f0b
;VCF;101 Dalmatians;G;103;1996;1955-02-19;Jeff Daniels;Athens, Georgia, USA;d9e6a7ae2363d6cfe81af75a390c38c5;1-561759f974333f2b72b89add82b8efcf
;HMT;What Lies Beneath;PG-13;130;2000;1953-12-31;James Remar;Boston, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a3909d071;1-8c71231e8fd7e388310ff48a4200d294
;D;The Lion in Winter;PG;134;1968;1940-01-14;John Castle;Croydon, Surrey, England, UK;d9e6a7ae2363d6cfe81af75a390f53be;1-fda7fa79050c0fa706144f9549bfcc52
;DW;Deer Hunter, The;R;183;1978;1935-08-12;John Cazale;Boston, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a390f549d;1-898a3e6b35c39d06c974632fc6792857
;AVDR;Ben-Hur;G;212;1959;1910-09-14;Jack Hawkins;Wood Green, London, England, UK;d9e6a7ae2363d6cfe81af75a3906f87c;1-ab444507e240eebe503b21b9362d8d90
;CR;Bullets Over Broadway;R;98;1994;1966-06-28;John Cusack;Evanston, Illinois, USA;d9e6a7ae2363d6cfe81af75a390f6b6f;1-51bf4817aa9abd7dd92a4fc436bc0832
;CD;Ed Wood;R;127;1994;1947-09-28;Jeffrey Jones;Buffalo, New York, USA;d9e6a7ae2363d6cfe81af75a390c67c1;1-e9b8ce19876cf5c3e2690784684046ea
;D;Kramer vs. Kramer;PG;105;1979;1939-10-28;Jane Alexander;Boston, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a390a2602;1-a6bd5f00b83f3a96eec9df529e480e56
;D;Save the Tiger;R;100;1973;1925-02-08;Jack Lemmon;Newton, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a39070983;1-c0126b5ccc849476c5d0dd61956bcff1
;D;Julia;PG;118;1977;1937-12-21;Jane Fonda;New York, New York, USA;d9e6a7ae2363d6cfe81af75a390a347e;1-a851b79eeece9797a9c6b628b3a912bd
;ADTW;The Hurt Locker;R;131;2008;1971-01-07;Jeremy Renner;Modesto, California, USA;d9e6a7ae2363d6cfe81af75a390cc738;1-9de74b3639be38d56f1e9d0a277dd62c
;DMT;Klute;R;114;1971;1937-12-21;Jane Fonda;New York, New York, USA;d9e6a7ae2363d6cfe81af75a390a559b;1-fae7ef0dbe752e7f47c262f2062729ff
;CDR;Terms of Endearment;PG;132;1983;1937-04-22;Jack Nicholson;Neptune, New Jersey, USA;d9e6a7ae2363d6cfe81af75a39073250;1-27feb08fef483020bfa489aaa3e40c99
;C;Waterboy, The;PG-13;90;1998;1937-03-20;Jerry Reed;Atlanta, Georgia, USA;d9e6a7ae2363d6cfe81af75a390ce0a3;1-d0e02a07281e9777fcb1e36c91eeffa6
;D;Paper Chase, The;PG;112;1973;1902-09-22;John Houseman;Bucharest, Romania;d9e6a7ae2363d6cfe81af75a390fe670;1-1e981c1ed3aee6f40509f5e2383ce35b
;D;On Golden Pond;PG;109;1981;1937-12-21;Jane Fonda;New York, New York, USA;d9e6a7ae2363d6cfe81af75a390a5afc;1-f108b7874a7b1e5923333ab9a78fcd83
;CDR;Prizzi's Honor;R;130;1985;1937-04-22;Jack Nicholson;Neptune, New Jersey, USA;d9e6a7ae2363d6cfe81af75a39074da8;1-43d6f8c6ed8f4bd364e55d685b42b325
;AVYS;Fantastic Four;PG-13;106;2005;1981-04-28;Jessica Alba;Pomona, California, USA;d9e6a7ae2363d6cfe81af75a390ceacc;1-5a41c9b2c56fedcb0db2abdd4ea81d82
;D;Reds;PG;194;1981;1937-04-22;Jack Nicholson;Neptune, New Jersey, USA;d9e6a7ae2363d6cfe81af75a39075b5d;1-1e120bb476bb5fbcdf5939a389f8828d
;D;The Iron Lady;PG-13;105;2012;1949-05-24;Jim Broadbent;Lincoln, Lincolnshire, England, UK;d9e6a7ae2363d6cfe81af75a390d28e4;1-733a87f829b0854a6c92bbbca97bf0b6
;D;Places in the Heart;PG;112;1984;1953-12-09;John Malkovich;Christopher, Illinois, USA;d9e6a7ae2363d6cfe81af75a391042eb;1-48ecf5ecea3ed53ff8d5968dd48116e9
;DT;All the President's Men;PG;138;1976;1920-09-18;Jack Warden;Newark, New Jersey, USA;d9e6a7ae2363d6cfe81af75a39079482;1-5fc46d5d858f875ff6fcd6f9d2241566
;C;Cactus Flower;;103;1969;1924-08-21;Jack Weston;Cleveland, Ohio, USA;d9e6a7ae2363d6cfe81af75a3907b1a3;1-84fda6646dc29652847cdaaefd80bbae
;C;American Pie 2;R;105;2001;1978-05-12;Jason Biggs;Hasbrouck Heights, New Jersey, USA;d9e6a7ae2363d6cfe81af75a390ac34c;1-85b7364890752e58a819ad71f8d8355f
;CDR;Prizzi's Honor;R;130;1985;1915-06-01;John Randolph;New York, New York, USA;d9e6a7ae2363d6cfe81af75a39108f2d;1-89965efc0d2d482c88723d4e79e674ee
;DW;Deer Hunter, The;R;183;1978;1949-08-25;John Savage;Old Bethpage, Long Island, New York, USA;d9e6a7ae2363d6cfe81af75a39109ad8;1-2785d2d74a4d5a142510c29a6b96cb5d
;ADT;Rock, The;R;136;1996;1946-12-20;John Spencer;New York, New York, USA;d9e6a7ae2363d6cfe81af75a3910a2a0;1-524cbbb99d42d9854eb3bb1332b634e2
;DR;Vicky Cristina Barcelona;PG-13;96;2008;1969-03-01;Javier Bardem;Las Palmas de Gran Canaria, Gran Canaria, Canary Islands, Spain;d9e6a7ae2363d6cfe81af75a390b34dc;1-59188526111f604d844eb589898d3d47
;DE;Unforgiven;R;131;1992;1967-04-14;Jaimz Woolvett;Toronto, Ontario, Canada;d9e6a7ae2363d6cfe81af75a39085822;1-a2cd2cbd52943b5528021ee9244dad57
;CR;Look Who's Talking;PG-13;93;1989;1954-02-18;John Travolta;Englewood, New Jersey, USA;d9e6a7ae2363d6cfe81af75a3910b9b8;1-99e16e3979ee7e662d6e7d0d2e306248
;D;Million Dollar Baby;PG-13;132;2004;1982-04-09;Jay Baruchel;Ottawa, Ontario, Canada;d9e6a7ae2363d6cfe81af75a390b3e74;1-81dc268b70da6ec8d8af6bbe4406f04f
;D;Color of Money, The;R;119;1986;1957-02-28;John Turturro;Brooklyn, New York, USA;d9e6a7ae2363d6cfe81af75a3910e2ab;1-036f1910cc1f1ca989395df6e66e7a6c
;D;Godfather, The;R;175;1972;1939-03-26;James Caan;The Bronx, New York, USA;d9e6a7ae2363d6cfe81af75a390887af;1-58d6af2b0cbac194da5c954259335744
;AST;Godzilla;PG-13;140;1998;1948-07-30;Jean Reno;Casablanca, Morocco;d9e6a7ae2363d6cfe81af75a390ba1ff;1-4a16fab3cf42d87daa6fb57b2918e843
;ACT;Lethal Weapon 2;R;113;1989;1943-02-09;Joe Pesci;Newark, New Jersey, USA;d9e6a7ae2363d6cfe81af75a390ea341;1-2b0f40547e194a6304cbe3f402d06cad
;D;Affliction;R;114;1997;1928-08-31;James Coburn;Laurel, Nebraska, USA;d9e6a7ae2363d6cfe81af75a3908b791;1-d83a2fc502bd75ff4c59e9f7fa455be0
;D;Mome, La;PG-13;140;2007;1967-01-26;Jean-Paul Rouve;Dunkerque, Nord, France;d9e6a7ae2363d6cfe81af75a390be706;1-84b5b0fba1668363b740dfcc44179d3a
;D;Raging Bull;R;129;1980;1943-02-09;Joe Pesci;Newark, New Jersey, USA;d9e6a7ae2363d6cfe81af75a390ec6f5;1-0dc412d7bbf1dace92b37ae6fb295097
;D;The Queen;PG-13;103;2006;1940-01-27;James Cromwell;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a3908e5f2;1-84acc35a2ba55e31f5bb22016df3668b
;DLW;Cabaret;PG;124;1972;1932-04-11;Joel Grey;Cleveland, Ohio, USA;d9e6a7ae2363d6cfe81af75a390ed0e6;1-05bfba5e97edea759dc0d3d5613ee348
;CD;Ed Wood;R;127;1994;1963-06-09;Johnny Depp;Owensboro, Kentucky, USA;d9e6a7ae2363d6cfe81af75a39112ea7;1-8c5637eb7f28a3ec2236fedc756cbedb
;ADT;Taken;PG-13;93;2009;1957-06-17;Jon Gries;Glendale, California, USA;d9e6a7ae2363d6cfe81af75a391170e7;1-0686485c36f0a36dd6533c375097892c
;ADS;Hulk;PG-13;138;2003;1970-12-12;Jennifer Connelly;Catskill Mountains, New York, USA;d9e6a7ae2363d6cfe81af75a390c834b;1-6ddd7da1967954213a5a0e04c80500ad
;D;Giant;G;201;1956;1931-02-08;James Dean;Marion, Indiana, USA;d9e6a7ae2363d6cfe81af75a390910cc;1-74f9201a46f51c2a660b5e7d56cd5e77
;D;Midnight Cowboy;R;113;1969;1938-12-29;Jon Voight;Yonkers, New York, USA;d9e6a7ae2363d6cfe81af75a3911b43b;1-76bbca066eb1e2c5132cee44559aa811
;VCFY;Stuart Little;PG;84;1999;1990-10-22;Jonathan Lipnicki;Westlake Village, California, USA;d9e6a7ae2363d6cfe81af75a3911dba1;1-638a4ddc4a37a006dd7015df729e6add
;D;Reversal of Fortune;R;111;1990;1948-09-19;Jeremy Irons;Cowes, Isle of Wight, England, UK;d9e6a7ae2363d6cfe81af75a390cb664;1-7e98f0754d0220709d3c7998b256bed1
;C;Animal House;R;109;1978;1949-01-24;John Belushi;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a390f2d6f;1-0341853ebcd7372a161cc1c41179b8aa
;CDR;Jerry Maguire;R;138;1996;1974-02-17;Jerry O'Connell;New York, New York, USA;d9e6a7ae2363d6cfe81af75a390cd460;1-ab5d7fb79f1b036058f6c205d85f7459
;DT;The Last King of Scotland;R;121;2006;1979-04-21;James McAvoy;Glasgow, Scotland, UK;d9e6a7ae2363d6cfe81af75a3909bcc9;1-23a5605ab302bd00dc07a19c5e75cf66
;D;Wall Street;R;125;1987;1959-08-03;John C. McGinley;New York, New York, USA;d9e6a7ae2363d6cfe81af75a390f33cb;1-0d00b3fcf3f05617825395d44a799617
;DR;Blue Sky;PG-13;101;1994;1949-04-20;Jessica Lange;Cloquet, Minnesota, USA;d9e6a7ae2363d6cfe81af75a390d0572;1-6d21462e36a7017377e4bc2560804a41
;D;Gandhi;PG;188;1982;1904-04-14;John Gielgud;South Kensington, London, England, UK;d9e6a7ae2363d6cfe81af75a390f95b2;1-2e444796b46ebe4001ae339dd9cf9557
;D;Kiss of the Spider Woman;R;120;1985;1920-11-16;Jose Lewgoy;Veranopolis, RS, Brazil;d9e6a7ae2363d6cfe81af75a39122d1d;1-fbe47dc4adc1e5b5d236bac4acab41b5
;D;Ray;PG-13;152;2004;1967-12-13;Jamie Foxx;Terrell, Texas, USA;d9e6a7ae2363d6cfe81af75a390a0eb4;1-efb8d7d62122af23a60989de40bb18fc
;CD;Driving Miss Daisy;PG;99;1989;1909-06-07;Jessica Tandy;London, England, UK;d9e6a7ae2363d6cfe81af75a390d1ddb;1-86699ab7e12cb4f1ecbc671d59c104d1
;AVCYH;The Mummy;PG-13;124;1999;1962-04-23;John Hannah;East Kilbride, Scotland, UK;d9e6a7ae2363d6cfe81af75a390fb6c6;1-70b5f1f1922c8b1437b3813f126c0955
;DR;Saturday Night Fever;PG;118;1977;1950-03-30;Joseph Cali;New York City, New York, USA;d9e6a7ae2363d6cfe81af75a39123ea1;1-e3c9e25d0ef38cdaa641f579c138ffcc
;D;They Shoot Horses, Don't They?;;120;1969;1937-12-21;Jane Fonda;New York, New York, USA;d9e6a7ae2363d6cfe81af75a390a4cf6;1-b2279b2b2763f990737a816d4cb1a998
;D;Trip to Bountiful, The;PG;108;1985;1945-03-07;John Heard;Washington, District of Columbia, USA;d9e6a7ae2363d6cfe81af75a390fc2d0;1-3e07728c21b94e7f7c94b47af43295ed
;CD;California Suite;PG;103;1978;1937-12-21;Jane Fonda;New York, New York, USA;d9e6a7ae2363d6cfe81af75a390a657b;1-2d894e9ae577201777cdbb71d091ad47
;CD;Paper Moon;PG;102;1973;1932-12-20;John Hillerman;Denison, Texas, USA;d9e6a7ae2363d6cfe81af75a390fd92d;1-efcdb92a0f812025bb9af88f73d60fdf
;D;Last Emperor, The;PG-13;160;1987;1961-04-26;Joan Chen;Shanghai, China;d9e6a7ae2363d6cfe81af75a390d94b1;1-da48a18c17304783b6aee0e79ed187f6
;CDR;Shakespeare in Love;R;122;1998;1970-05-27;Joseph Fiennes;Salisbury, Wiltshire, England, UK;d9e6a7ae2363d6cfe81af75a391253d9;1-0334b7af2e392c39941f9256c53175ec
;AC;Talladega Nights: The Ballad of Ricky Bobby;PG-13;108;2006;1960-07-14;Jane Lynch;Dolton, Illinois, USA;d9e6a7ae2363d6cfe81af75a390a6622;1-9881b6a1b70bcde4da5934436060d2b7
;AVST;G.I. Joe: The Rise of Cobra;PG-13;118;2009;1981-02-17;Joseph Gordon-Levitt;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a39125fe0;1-86f8dfb4a8e4461f1ccf2986e87ad6e7
;NFLR;Pocahontas;G;81;1995;1962-10-24;John Kassir;Baltimore, Maryland, USA;d9e6a7ae2363d6cfe81af75a390ffc37;1-93f235293f7fb9af0c61b9d8f4f5d408
;D;Last Emperor, The;PG-13;160;1987;1952-10-13;John Lone;Hong Kong;d9e6a7ae2363d6cfe81af75a39102d76;1-6548e1637619c1afad1f968c9327d049
;CD;Melvin and Howard;R;95;1980;1922-07-26;Jason Robards;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a390afbb2;1-779f0249bfd020674bff2367ee202c66
;D;Julia;PG;118;1977;1922-07-26;Jason Robards;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a390afe2d;1-e532ab397f837c0d3e0bf15f8e5aaf80
;HT;Silence of the Lambs, The;R;118;1991;1962-11-19;Jodie Foster;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a390e4be7;1-a6d7c4900343a986ec4f4503b5d758c4
;AFY;Teenage Mutant Ninja Turtles;PG;93;1990;1964-08-10;Josh Pais;New York, New York, USA;d9e6a7ae2363d6cfe81af75a3912e719;1-6eed59e016189281dc15b8a116903525
;DR;Saturday Night Fever;PG;118;1977;1954-02-18;John Travolta;Englewood, New Jersey, USA;d9e6a7ae2363d6cfe81af75a3910d575;1-096ae997fe98a86588aa016071e5c1b8
;ACT;Lethal Weapon 2;R;113;1989;1928-02-29;Joss Ackland;North Kensington, London, England, UK;d9e6a7ae2363d6cfe81af75a3912f14a;1-f119b7039d33703f14bfa6b0216681df
;ACF;Paul Blart: Mall Cop;PG;91;2009;1979-07-16;Jayma Mays;Grundy, Virginia, USA;d9e6a7ae2363d6cfe81af75a390b5889;1-ab542a7dd6c99f9c9307dcff4fa60314
